Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:307:15:26:06.400	 37.01090618	 24.96999981
2008:307:15:26:39.200	 36.99945035	 24.95930276
2008:307:15:27:12.000	 36.98801059	 24.94862210
2008:307:15:27:44.800	 36.97658693	 24.93795780
2008:307:15:28:17.600	 36.96517936	 24.92730983
2008:307:15:28:50.400	 36.95378790	 24.91667816
2008:307:15:29:23.200	 36.94241254	 24.90606276
2008:307:15:29:56.000	 36.93515864	 24.89929399
2008:307:15:30:28.800	 36.93101913	 24.89542769
2008:307:15:31:01.600	 36.91967583	 24.88483360
2008:307:15:31:34.400	 36.90834842	 24.87425575
2008:307:15:32:07.200	 36.89703689	 24.86369411
2008:307:15:32:40.000	 36.88574126	 24.85314864
2008:307:15:33:12.800	 36.87446153	 24.84261933
2008:307:15:33:45.600	 36.86319771	 24.83210614
2008:307:15:34:18.400	 36.85194980	 24.82160905
2008:307:15:34:51.200	 36.84071780	 24.81112802
2008:307:15:35:24.000	 36.82950172	 24.80066303
2008:307:15:35:56.800	 36.81830156	 24.79021405
2008:307:15:36:29.600	 36.80711732	 24.77978105
2008:307:15:37:02.400	 36.79594900	 24.76936400
2008:307:15:37:35.200	 36.78479661	 24.75896288
2008:307:15:38:08.000	 36.77366013	 24.74857766
2008:307:15:38:40.800	 36.76253958	 24.73820831
2008:307:15:39:13.600	 36.75143495	 24.72785480
2008:307:15:39:46.400	 36.74034624	 24.71751711
2008:307:15:40:19.200	 36.72927344	 24.70719521
2008:307:15:40:52.000	 36.71821655	 24.69688907
2008:307:15:41:24.800	 36.70717557	 24.68659867
2008:307:15:41:57.600	 36.69615050	 24.67632398
2008:307:15:42:30.400	 36.68514133	 24.66606496
2008:307:15:43:03.200	 36.67414806	 24.65582161
2008:307:15:43:36.000	 36.66317067	 24.64559388
2008:307:15:44:08.800	 36.65220918	 24.63538176
2008:307:15:44:41.600	 36.64126356	 24.62518521
2008:307:15:45:14.400	 36.63033381	 24.61500421
2008:307:15:45:47.200	 36.61941993	 24.60483874
2008:307:15:46:20.000	 36.60852190	 24.59468877
2008:307:15:46:52.800	 36.59763973	 24.58455426
2008:307:15:47:25.600	 36.58677339	 24.57443521
2008:307:15:47:58.400	 36.57592289	 24.56433158
2008:307:15:48:31.200	 36.56508822	 24.55424334
2008:307:15:49:04.000	 36.55426936	 24.54417048
2008:307:15:49:36.800	 36.54346630	 24.53411296
2008:307:15:50:09.600	 36.53267905	 24.52407076
2008:307:15:50:42.400	 36.52190757	 24.51404385
2008:307:15:51:15.200	 36.51115187	 24.50403222
2008:307:15:51:48.000	 36.50041194	 24.49403582
2008:307:15:52:20.800	 36.48968776	 24.48405465
2008:307:15:52:53.600	 36.47897932	 24.47408868
2008:307:15:53:26.400	 36.46828660	 24.46413787
2008:307:15:53:59.200	 36.45760961	 24.45420221
2008:307:15:54:32.000	 36.44694832	 24.44428167
2008:307:15:55:04.800	 36.43630273	 24.43437622
2008:307:15:55:37.600	 36.42567281	 24.42448585
2008:307:15:56:10.400	 36.41505856	 24.41461053
2008:307:15:56:43.200	 36.40445997	 24.40475023
2008:307:15:57:16.000	 36.39387702	 24.39490492
2008:307:15:57:48.800	 36.38330969	 24.38507460
2008:307:15:58:21.600	 36.37275797	 24.37525922
2008:307:15:58:54.400	 36.36222186	 24.36545877
2008:307:15:59:27.200	 36.35170133	 24.35567322
2008:307:15:59:60.000	 36.34119636	 24.34590255
