Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:364:01:30:09.292	 30.40683554	 15.00534040
2008:364:01:30:42.092	 30.40353881	 15.00224193
2008:364:01:31:14.892	 30.40024692	 14.99914815
2008:364:01:31:47.692	 30.39695986	 14.99605907
2008:364:01:32:20.492	 30.39367762	 14.99297467
2008:364:01:32:53.292	 30.39040021	 14.98989495
2008:364:01:33:26.092	 30.38712762	 14.98681989
2008:364:01:33:58.892	 30.38385985	 14.98374950
2008:364:01:34:31.692	 30.38059690	 14.98068376
2008:364:01:35:04.492	 30.37733875	 14.97762266
2008:364:01:35:37.292	 30.37408541	 14.97456620
2008:364:01:36:10.092	 30.37083687	 14.97151437
2008:364:01:36:42.892	 30.36759312	 14.96846717
2008:364:01:37:15.692	 30.36435417	 14.96542458
2008:364:01:37:48.492	 30.36112001	 14.96238660
2008:364:01:38:21.292	 30.35789064	 14.95935323
2008:364:01:38:54.092	 30.35466604	 14.95632444
2008:364:01:39:26.892	 30.35144621	 14.95330025
2008:364:01:39:59.692	 30.34823116	 14.95028063
2008:364:01:40:32.492	 30.34502088	 14.94726559
2008:364:01:41:05.292	 30.34181535	 14.94425511
2008:364:01:41:38.092	 30.33861458	 14.94124919
2008:364:01:42:10.892	 30.33541856	 14.93824783
2008:364:01:42:43.692	 30.33222729	 14.93525100
2008:364:01:43:16.492	 30.32904076	 14.93225872
2008:364:01:43:49.292	 30.32585897	 14.92927096
2008:364:01:44:22.092	 30.32268191	 14.92628773
2008:364:01:44:54.892	 30.31950957	 14.92330901
2008:364:01:45:27.692	 30.31634196	 14.92033481
2008:364:01:46:00.492	 30.31317906	 14.91736510
2008:364:01:46:33.292	 30.31002088	 14.91439989
2008:364:01:47:06.092	 30.30686739	 14.91143917
2008:364:01:47:38.892	 30.30371861	 14.90848293
2008:364:01:48:11.692	 30.30057453	 14.90553116
2008:364:01:48:44.492	 30.29743513	 14.90258386
2008:364:01:49:17.292	 30.29430042	 14.89964102
2008:364:01:49:50.092	 30.29117038	 14.89670263
2008:364:01:50:22.892	 30.28804502	 14.89376869
2008:364:01:50:55.692	 30.28492433	 14.89083919
2008:364:01:51:28.492	 30.28180829	 14.88791412
2008:364:01:52:01.292	 30.27869692	 14.88499348
2008:364:01:52:34.092	 30.27559019	 14.88207725
2008:364:01:53:06.892	 30.27248811	 14.87916544
2008:364:01:53:39.692	 30.26939067	 14.87625803
2008:364:01:54:12.492	 30.26629786	 14.87335502
2008:364:01:54:45.292	 30.26320968	 14.87045641
2008:364:01:55:18.092	 30.26012612	 14.86756218
2008:364:01:55:50.892	 30.25704718	 14.86467232
2008:364:01:56:23.692	 30.25397285	 14.86178684
2008:364:01:56:56.492	 30.25090312	 14.85890572
2008:364:01:57:29.292	 30.24783799	 14.85602896
2008:364:01:58:02.092	 30.24477746	 14.85315656
2008:364:01:58:34.892	 30.24172151	 14.85028849
2008:364:01:59:07.692	 30.23867014	 14.84742477
2008:364:01:59:40.492	 30.23562335	 14.84456537
2008:364:02:00:13.292	 30.23258113	 14.84171030
2008:364:02:00:46.092	 30.22954347	 14.83885955
2008:364:02:01:18.892	 30.22651036	 14.83601311
2008:364:02:01:51.692	 30.22348181	 14.83317098
2008:364:02:02:24.492	 30.22045780	 14.83033314
2008:364:02:02:57.292	 30.21743834	 14.82749959
2008:364:02:03:30.092	 30.21442340	 14.82467033
2008:364:02:04:02.892	 30.21141299	 14.82184535
2008:364:02:04:35.692	 30.20840711	 14.81902464
2008:364:02:05:08.492	 30.20540573	 14.81620820
2008:364:02:05:41.292	 30.20240887	 14.81339601
2008:364:02:06:14.092	 30.19941651	 14.81058808
2008:364:02:06:46.892	 30.19642865	 14.80778439
2008:364:02:07:19.692	 30.19344527	 14.80498494
2008:364:02:07:52.492	 30.19046638	 14.80218973
2008:364:02:08:25.292	 30.18749197	 14.79939874
2008:364:02:08:58.092	 30.18452203	 14.79661197
2008:364:02:09:30.892	 30.18155656	 14.79382942
2008:364:02:10:03.692	 30.17859554	 14.79105107
2008:364:02:10:36.492	 30.17563898	 14.78827692
2008:364:02:11:09.292	 30.17268687	 14.78550697
2008:364:02:11:42.092	 30.16973920	 14.78274120
2008:364:02:12:14.892	 30.16679596	 14.77997962
2008:364:02:12:47.692	 30.16385715	 14.77722221
2008:364:02:13:20.492	 30.16092277	 14.77446897
2008:364:02:13:53.292	 30.15799280	 14.77171990
2008:364:02:14:26.092	 30.15506724	 14.76897498
2008:364:02:14:58.892	 30.15214609	 14.76623420
2008:364:02:15:31.692	 30.14922933	 14.76349758
2008:364:02:16:04.492	 30.14631696	 14.76076509
